area,Typeoflocation,time,Weather,typeofvehicle,ageofvehicle,natureofaccidents,causeofaccidents,accidentvictimsage,eduofdriver,accordingtoResponsibilitiesofDriver,speed,roadconditions,roadfeature,typeofjunction,typeoftrafficcontrol,OwnerofTypeofVehiclesandTypeofLicence,Gender
Adgaon,narrow bridge or culverts,12pm-3pm,heavy rain,"car/jeep/taxi,buses(4 wheeler)",8-10year,right turn collision,neglect of civic bodies,6-9years,9-10std,give improper signal,>70,road under construction/repair,4 Lanes or more with central divider,junction with >4 arms,police controlled,paid driver,male
Ambad Gaon,near bus stop,12am-3am,cloudy,"car/jeep/taxi,buses(4 wheeler)",4-6year,skiding,defect in condition of motor vehicle,45-54years,above 10th std,cut in sharply after passing,<30,rutted/pot holes,two lane,junction with >4 arms,traffic light signal,regular licence,female
Dwarka,open area,6am-9am,heavy rain,2 wheeler,6-8year,head on collision,poor light,18-20years,9-10std,failed to give signal,>70,road under construction/repair,two lane,staggered jucntion,uncontolled,owner of private vehicle,female
Dwarka,at pedestrian crossing,9pm-12am,heavy rain,"trucks ,tempos,tracto",8-10year,hit and run,fault of pedestrian,25-34years,9-10std,did not give right of way to pedestrian,50-70,straight road,4 Lanes or more with central divider,t junction,traffic light signal,without licence,female
Adgaon,near a factory or indu. Area,3pm-6pm,cloudy,"trucks ,tempos,tracto",1-2year,hit and run,fault of driver,15-17years,above 10th std,failed to give signal,30-50,incline road,single lane,four arm junction,uncontolled,regular licence,female
Dwarka,narrow bridge or culverts,12am-3am,fine,"trucks ,tempos,tracto",2-4year,head on collision,defect in condition of motor vehicle,55-64years,above 10th std,excceding lawful speed,50-70,Surfaced Roads,3 Lanes or more without central Divider Median,staggered jucntion,traffic light signal,others,female
Indira nagar,near a religious place,9am-12pm,cloudy,"trucks ,tempos,tracto",4-6year,head on collision,fault of pedestrian,35-44years,not known,passed on curve,<30,Surfaced Roads,single lane,four arm junction,uncontolled,regular licence,male
Indira nagar,near school/college,6am-9am,light rain,2 wheeler,6-8year,overturning,poor light,25-34years,above 10th std,give improper signal,30-50,straight road,4 Lanes or more with central divider,four arm junction,traffic light signal,paid driver,male
Ambad Gaon,in bazar,6pm-9pm,fine,3 wheeler,1-2year,hit and run,neglect of civic bodies,15-17years,upto 8th std,passed on hill,<30,Wet road,single lane,v junction,stop sign,learners licence,female
Indira nagar,near hospital,9pm-12am,light rain,"trucks ,tempos,tracto",2-4year,skiding,poor light,10-14years,not known,passed on curve,30-50,road under construction/repair,two lane,manned rail crossing,traffic light signal,without licence,male
Dwarka,near school/college,9am-12pm,fine,"trucks ,tempos,tracto",8-10year,collision brush/side swip,fault of pedestrian,25-34years,upto 8th std,give improper signal,30-50,rutted/pot holes,4 Lanes or more with central divider,round about junction,traffic light signal,learners licence,male
Indira nagar,in bazar,6pm-9pm,light rain,"trucks ,tempos,tracto",4-6year,rear end collision,defect in condition of motor vehicle,55-64years,above 10th std,on wrong side of the road,30-50,Wet road,two lane,unmanned rail crossing,traffic light signal,regular licence,male
Panchvati,residential area,9pm-12am,heavy rain,3 wheeler,<1,hit and run,fault of driver,<5years,upto 8th std,give improper signal,50-70,rutted/pot holes,3 Lanes or more without central Divider Median,four arm junction,police controlled,without licence,male
Pathardi fata,near a factory or indu. Area,12pm-3pm,cloudy,2 wheeler,<1,skiding,weather condition,6-9years,9-10std,did not give right of way to vehicle,>70,Kutcha Roads,single lane,four arm junction,flashing signal/blinker,regular licence,male
Ambad Gaon,near a recreation place/cinema,6am-9am,fine,other motor vehicles,6-8year,right turn collision,defect in condition of motor vehicle,10-14years,above 10th std,did not give right of way to pedestrian,30-50,Wet road,two lane,t junction,flashing signal/blinker,owner of public commercial vehicle,male
Adgaon,near bus stop,12pm-3pm,fine,2 wheeler,6-8year,collision brush/side swip,fault of pedestrian,18-20years,upto 8th std,alcohol intake,30-50,speed breaker,single lane,unmanned rail crossing,traffic light signal,others,female
Dwarka,near a factory or indu. Area,9pm-12am,cloudy,3 wheeler,4-6year,hit and run,defect in condition of motor vehicle,6-9years,upto 8th std,followed too closely,30-50,Surfaced Roads,3 Lanes or more without central Divider Median,junction with >4 arms,uncontolled,without licence,male
Pathardi fata,open area,3pm-6pm,fine,other motor vehicles,<1,collision brush/side swip,fault of driver,35-44years,above 10th std,cut in sharply after passing,<30,straight road,single lane,v junction,stop sign,others,male
Adgaon,near petrol pump,3pm-6pm,light rain,2 wheeler,8-10year,overturning,poor light,65 and above,upto 8th std,cut in sharply after passing,>70,speed breaker,4 Lanes or more with central divider,unmanned rail crossing,flashing signal/blinker,learners licence,male
Sneh nagar,in bazar,9pm-12am,fine,"car/jeep/taxi,buses(4 wheeler)",4-6year,rear end collision,poor light,unknown age,upto 8th std,other improper passsing,<30,Kutcha Roads,4 Lanes or more with central divider,round about junction,traffic light signal,regular licence,male
Dwarka,near petrol pump,12pm-3pm,fine,other motor vehicles,4-6year,right turn collision,fault of driver,21-24years,not known,did not give right of way to vehicle,50-70,Wet road,two lane,t junction,uncontolled,without licence,female
Sneh nagar,at pedestrian crossing,12pm-3pm,cloudy,3 wheeler,>10,head on collision,neglect of civic bodies,65 and above,not known,cut in sharply after passing,<30,Surfaced Roads,4 Lanes or more with central divider,manned rail crossing,uncontolled,learners licence,female
Ambad Gaon,near office complex,9pm-12am,heavy rain,other motor vehicles,6-8year,right turn collision,neglect of civic bodies,unknown age,above 10th std,alcohol intake,>70,Surfaced Roads,single lane,manned rail crossing,traffic light signal,owner of public commercial vehicle,female
Panchvati,in bazar,12pm-3pm,light rain,other motor vehicles,4-6year,overturning,fault of pedestrian,<5years,upto 8th std,cut in sharply after passing,>70,speed breaker,two lane,staggered jucntion,stop sign,owner of private vehicle,female
Ambad Gaon,narrow bridge or culverts,12am-3am,light rain,"trucks ,tempos,tracto",<1,overturning,neglect of civic bodies,35-44years,9-10std,other improper passsing,30-50,straight road,single lane,four arm junction,traffic light signal,without licence,male
Adgaon,near or inside a village,9am-12pm,light rain,3 wheeler,<1,skiding,weather condition,55-64years,above 10th std,alcohol intake,30-50,Kutcha Roads,4 Lanes or more with central divider,junction with >4 arms,traffic light signal,owner of public commercial vehicle,male
Nasik road,near bus stop,6pm-9pm,light rain,"car/jeep/taxi,buses(4 wheeler)",>10,right turn collision,neglect of civic bodies,15-17years,not known,passed on curve,30-50,muddy/oily/slippery,4 Lanes or more with central divider,v junction,flashing signal/blinker,learners licence,male
Pathardi fata,near school/college,12pm-3pm,light rain,2 wheeler,<1,head on collision,fault of driver,35-44years,9-10std,give improper signal,<30,Surfaced Roads,single lane,v junction,police controlled,learners licence,male
Nasik road,near hospital,6pm-9pm,cloudy,"car/jeep/taxi,buses(4 wheeler)",2-4year,hit and run,defect in road condition,unknown age,above 10th std,alcohol intake,>70,muddy/oily/slippery,single lane,junction with >4 arms,police controlled,paid driver,female
Indira nagar,in bazar,3pm-6pm,heavy rain,"car/jeep/taxi,buses(4 wheeler)",4-6year,rear end collision,weather condition,65 and above,not known,passed on curve,>70,road under construction/repair,single lane,four arm junction,traffic light signal,others,female
Ambad Gaon,near school/college,6pm-9pm,fine,"car/jeep/taxi,buses(4 wheeler)",8-10year,hit and run,neglect of civic bodies,45-54years,above 10th std,passed on hill,30-50,Surfaced Roads,3 Lanes or more without central Divider Median,t junction,stop sign,learners licence,female
Dwarka,near a religious place,3am-6am,heavy rain,3 wheeler,4-6year,right turn collision,neglect of civic bodies,21-24years,upto 8th std,passed on hill,50-70,Surfaced Roads,two lane,four arm junction,traffic light signal,regular licence,male
Indira nagar,near petrol pump,3am-6am,fine,"trucks ,tempos,tracto",4-6year,overturning,poor light,21-24years,not known,followed too closely,30-50,Kutcha Roads,two lane,junction with >4 arms,flashing signal/blinker,owner of public commercial vehicle,male
Sneh nagar,near school/college,3pm-6pm,light rain,"car/jeep/taxi,buses(4 wheeler)",2-4year,right turn collision,defect in road condition,25-34years,not known,did not give right of way to vehicle,50-70,incline road,3 Lanes or more without central Divider Median,t junction,police controlled,paid driver,male
Ambad Gaon,near or inside a village,12pm-3pm,fine,"trucks ,tempos,tracto",6-8year,right turn collision,poor light,25-34years,not known,on wrong side of the road,<30,Surfaced Roads,3 Lanes or more without central Divider Median,v junction,stop sign,regular licence,female
Sneh nagar,narrow bridge or culverts,6pm-9pm,light rain,3 wheeler,>10,right turn collision,defect in road condition,65 and above,upto 8th std,give improper signal,50-70,Surfaced Roads,two lane,manned rail crossing,police controlled,owner of private vehicle,female
Sneh nagar,at pedestrian crossing,6am-9am,heavy rain,2 wheeler,1-2year,head on collision,defect in road condition,6-9years,upto 8th std,excceding lawful speed,>70,rutted/pot holes,4 Lanes or more with central divider,four arm junction,flashing signal/blinker,without licence,male
Indira nagar,narrow bridge or culverts,3pm-6pm,light rain,2 wheeler,2-4year,hit and run,fault of pedestrian,<5years,above 10th std,cut in sharply after passing,>70,Wet road,3 Lanes or more without central Divider Median,unmanned rail crossing,uncontolled,without licence,female
Dwarka,in bazar,6am-9am,heavy rain,other motor vehicles,8-10year,head on collision,weather condition,18-20years,not known,excceding lawful speed,<30,road under construction/repair,4 Lanes or more with central divider,four arm junction,flashing signal/blinker,owner of public commercial vehicle,female
Satpur Colony,near a religious place,9pm-12am,cloudy,other motor vehicles,8-10year,overturning,poor light,15-17years,upto 8th std,excceding lawful speed,50-70,straight road,4 Lanes or more with central divider,unmanned rail crossing,police controlled,without licence,female
Ambad Gaon,near a factory or indu. Area,3am-6am,light rain,"car/jeep/taxi,buses(4 wheeler)",<1,skiding,neglect of civic bodies,15-17years,not known,on wrong side of the road,50-70,incline road,single lane,junction with >4 arms,uncontolled,without licence,female
Adgaon,in bazar,6pm-9pm,cloudy,3 wheeler,4-6year,rear end collision,neglect of civic bodies,21-24years,9-10std,did not give right of way to pedestrian,30-50,road under construction/repair,single lane,four arm junction,traffic light signal,without licence,female
Satpur Colony,near petrol pump,6am-9am,light rain,"trucks ,tempos,tracto",2-4year,collision brush/side swip,poor light,unknown age,above 10th std,alcohol intake,<30,road under construction/repair,3 Lanes or more without central Divider Median,staggered jucntion,traffic light signal,owner of public commercial vehicle,male
Sneh nagar,in bazar,9am-12pm,heavy rain,other motor vehicles,4-6year,head on collision,poor light,10-14years,9-10std,passed on curve,<30,speed breaker,3 Lanes or more without central Divider Median,manned rail crossing,stop sign,learners licence,female
Indira nagar,near petrol pump,9pm-12am,heavy rain,2 wheeler,8-10year,collision brush/side swip,poor light,10-14years,above 10th std,give improper signal,30-50,straight road,two lane,v junction,stop sign,paid driver,female
Indira nagar,open area,9am-12pm,heavy rain,"trucks ,tempos,tracto",<1,overturning,fault of pedestrian,35-44years,not known,failed to give signal,<30,straight road,two lane,round about junction,stop sign,without licence,female
Adgaon,at pedestrian crossing,3pm-6pm,light rain,"car/jeep/taxi,buses(4 wheeler)",6-8year,hit and run,neglect of civic bodies,21-24years,not known,cut in sharply after passing,50-70,speed breaker,4 Lanes or more with central divider,v junction,stop sign,paid driver,male
Satpur Colony,open area,9pm-12am,cloudy,"trucks ,tempos,tracto",8-10year,hit and run,neglect of civic bodies,25-34years,upto 8th std,on wrong side of the road,<30,speed breaker,single lane,t junction,traffic light signal,others,male
Nasik road,near hospital,9pm-12am,light rain,3 wheeler,8-10year,collision brush/side swip,poor light,65 and above,above 10th std,alcohol intake,<30,Surfaced Roads,4 Lanes or more with central divider,junction with >4 arms,police controlled,regular licence,male
Sneh nagar,at pedestrian crossing,12pm-3pm,fine,"car/jeep/taxi,buses(4 wheeler)",6-8year,hit and run,neglect of civic bodies,6-9years,above 10th std,passed on hill,<30,Surfaced Roads,two lane,t junction,flashing signal/blinker,paid driver,female
Sneh nagar,in bazar,12pm-3pm,heavy rain,2 wheeler,6-8year,head on collision,fault of pedestrian,18-20years,9-10std,followed too closely,>70,rutted/pot holes,two lane,round about junction,traffic light signal,owner of private vehicle,male
Nasik road,near school/college,12am-3am,cloudy,3 wheeler,6-8year,right turn collision,defect in condition of motor vehicle,unknown age,upto 8th std,passed on curve,50-70,incline road,single lane,round about junction,police controlled,owner of private vehicle,male
Sneh nagar,open area,9am-12pm,fine,3 wheeler,<1,head on collision,defect in road condition,65 and above,upto 8th std,failed to give signal,50-70,muddy/oily/slippery,3 Lanes or more without central Divider Median,t junction,stop sign,paid driver,male
Indira nagar,open area,12am-3am,heavy rain,"trucks ,tempos,tracto",8-10year,collision brush/side swip,fault of pedestrian,25-34years,above 10th std,on wrong side of the road,30-50,road under construction/repair,3 Lanes or more without central Divider Median,v junction,uncontolled,without licence,female
Sneh nagar,residential area,9pm-12am,fine,other motor vehicles,8-10year,collision brush/side swip,defect in condition of motor vehicle,65 and above,upto 8th std,passed on hill,50-70,speed breaker,4 Lanes or more with central divider,junction with >4 arms,uncontolled,without licence,female
Sneh nagar,near petrol pump,12am-3am,light rain,"car/jeep/taxi,buses(4 wheeler)",4-6year,hit and run,fault of driver,21-24years,upto 8th std,cut in sharply after passing,<30,straight road,single lane,staggered jucntion,traffic light signal,regular licence,male
Dwarka,near bus stop,9pm-12am,light rain,"car/jeep/taxi,buses(4 wheeler)",6-8year,overturning,fault of pedestrian,65 and above,not known,on wrong side of the road,>70,Surfaced Roads,single lane,manned rail crossing,traffic light signal,without licence,female
Ambad Gaon,near school/college,12am-3am,cloudy,other motor vehicles,8-10year,hit and run,poor light,unknown age,9-10std,give improper signal,50-70,Wet road,single lane,round about junction,police controlled,others,male
Panchvati,open area,3am-6am,fine,other motor vehicles,2-4year,right turn collision,fault of driver,<5years,9-10std,excceding lawful speed,>70,muddy/oily/slippery,two lane,t junction,uncontolled,paid driver,female
Panchvati,residential area,9am-12pm,fine,2 wheeler,4-6year,rear end collision,fault of pedestrian,21-24years,above 10th std,excceding lawful speed,30-50,Surfaced Roads,4 Lanes or more with central divider,manned rail crossing,uncontolled,owner of public commercial vehicle,male
Nasik road,near school/college,3am-6am,fine,"trucks ,tempos,tracto",6-8year,skiding,poor light,10-14years,9-10std,passed on curve,50-70,Surfaced Roads,two lane,junction with >4 arms,stop sign,learners licence,female
Indira nagar,near or inside a village,3pm-6pm,cloudy,2 wheeler,4-6year,head on collision,weather condition,15-17years,not known,followed too closely,>70,muddy/oily/slippery,4 Lanes or more with central divider,unmanned rail crossing,uncontolled,others,male
Nasik road,open area,9am-12pm,fine,"trucks ,tempos,tracto",4-6year,rear end collision,neglect of civic bodies,55-64years,not known,did not give right of way to vehicle,>70,Surfaced Roads,two lane,round about junction,stop sign,without licence,female
Sneh nagar,near school/college,12pm-3pm,heavy rain,other motor vehicles,1-2year,skiding,weather condition,10-14years,upto 8th std,did not give right of way to vehicle,>70,rutted/pot holes,single lane,junction with >4 arms,traffic light signal,learners licence,male
Panchvati,near school/college,12pm-3pm,heavy rain,"trucks ,tempos,tracto",>10,rear end collision,poor light,65 and above,9-10std,passed on curve,50-70,muddy/oily/slippery,3 Lanes or more without central Divider Median,v junction,flashing signal/blinker,regular licence,male
Sneh nagar,near bus stop,3pm-6pm,fine,3 wheeler,8-10year,rear end collision,fault of pedestrian,65 and above,not known,passed on curve,>70,speed breaker,two lane,round about junction,police controlled,learners licence,female
Ambad Gaon,near a recreation place/cinema,9pm-12am,heavy rain,"car/jeep/taxi,buses(4 wheeler)",6-8year,collision brush/side swip,fault of driver,55-64years,9-10std,other improper passsing,30-50,speed breaker,4 Lanes or more with central divider,v junction,police controlled,others,female
Ambad Gaon,at pedestrian crossing,6am-9am,fine,"trucks ,tempos,tracto",4-6year,right turn collision,neglect of civic bodies,65 and above,9-10std,did not give right of way to pedestrian,30-50,muddy/oily/slippery,two lane,v junction,uncontolled,regular licence,male
Nasik road,near hospital,12pm-3pm,cloudy,2 wheeler,1-2year,right turn collision,poor light,35-44years,above 10th std,did not give right of way to pedestrian,30-50,muddy/oily/slippery,3 Lanes or more without central Divider Median,v junction,flashing signal/blinker,paid driver,male
Ambad Gaon,narrow bridge or culverts,12am-3am,cloudy,"car/jeep/taxi,buses(4 wheeler)",1-2year,right turn collision,defect in condition of motor vehicle,15-17years,9-10std,cut in sharply after passing,30-50,road under construction/repair,3 Lanes or more without central Divider Median,v junction,uncontolled,owner of private vehicle,male
Panchvati,residential area,3am-6am,fine,"car/jeep/taxi,buses(4 wheeler)",>10,rear end collision,fault of pedestrian,35-44years,9-10std,give improper signal,<30,road under construction/repair,single lane,manned rail crossing,stop sign,owner of private vehicle,female
Ambad Gaon,near petrol pump,12am-3am,fine,"trucks ,tempos,tracto",>10,right turn collision,fault of pedestrian,55-64years,above 10th std,on wrong side of the road,<30,incline road,single lane,v junction,police controlled,others,male
Pathardi fata,near hospital,9pm-12am,light rain,2 wheeler,8-10year,collision brush/side swip,weather condition,18-20years,not known,alcohol intake,<30,rutted/pot holes,two lane,junction with >4 arms,uncontolled,owner of public commercial vehicle,female
Indira nagar,at pedestrian crossing,3am-6am,heavy rain,3 wheeler,8-10year,rear end collision,defect in condition of motor vehicle,45-54years,above 10th std,did not give right of way to pedestrian,50-70,straight road,single lane,v junction,traffic light signal,without licence,male
Sneh nagar,near hospital,3am-6am,heavy rain,other motor vehicles,6-8year,hit and run,fault of pedestrian,unknown age,not known,alcohol intake,<30,speed breaker,two lane,v junction,uncontolled,regular licence,female
Pathardi fata,near office complex,12am-3am,light rain,"car/jeep/taxi,buses(4 wheeler)",4-6year,right turn collision,defect in condition of motor vehicle,35-44years,above 10th std,excceding lawful speed,30-50,road under construction/repair,4 Lanes or more with central divider,round about junction,traffic light signal,others,male
Ambad Gaon,near petrol pump,3pm-6pm,heavy rain,"car/jeep/taxi,buses(4 wheeler)",>10,skiding,neglect of civic bodies,10-14years,upto 8th std,excceding lawful speed,>70,muddy/oily/slippery,3 Lanes or more without central Divider Median,four arm junction,police controlled,regular licence,male
Adgaon,at pedestrian crossing,9pm-12am,heavy rain,other motor vehicles,1-2year,hit and run,fault of driver,18-20years,9-10std,give improper signal,<30,muddy/oily/slippery,single lane,round about junction,traffic light signal,learners licence,male
Ambad Gaon,near bus stop,12am-3am,cloudy,3 wheeler,<1,right turn collision,poor light,15-17years,not known,passed on curve,>70,road under construction/repair,4 Lanes or more with central divider,round about junction,traffic light signal,without licence,female
Sneh nagar,near a religious place,3am-6am,fine,other motor vehicles,<1,rear end collision,neglect of civic bodies,35-44years,9-10std,excceding lawful speed,30-50,incline road,4 Lanes or more with central divider,t junction,flashing signal/blinker,learners licence,female
Nasik road,near petrol pump,9am-12pm,light rain,3 wheeler,>10,rear end collision,neglect of civic bodies,<5years,above 10th std,excceding lawful speed,30-50,Kutcha Roads,4 Lanes or more with central divider,v junction,flashing signal/blinker,owner of public commercial vehicle,female
Sneh nagar,narrow bridge or culverts,3am-6am,heavy rain,3 wheeler,8-10year,rear end collision,weather condition,18-20years,upto 8th std,passed on hill,50-70,incline road,4 Lanes or more with central divider,manned rail crossing,uncontolled,owner of private vehicle,male
Sneh nagar,near a recreation place/cinema,3pm-6pm,light rain,"car/jeep/taxi,buses(4 wheeler)",4-6year,head on collision,weather condition,<5years,9-10std,excceding lawful speed,50-70,muddy/oily/slippery,single lane,junction with >4 arms,police controlled,regular licence,male
Satpur Colony,in bazar,3pm-6pm,cloudy,2 wheeler,>10,rear end collision,weather condition,10-14years,not known,on wrong side of the road,>70,straight road,3 Lanes or more without central Divider Median,staggered jucntion,stop sign,learners licence,male
Nasik road,residential area,6am-9am,fine,"trucks ,tempos,tracto",<1,hit and run,poor light,25-34years,above 10th std,alcohol intake,<30,Surfaced Roads,4 Lanes or more with central divider,unmanned rail crossing,flashing signal/blinker,owner of public commercial vehicle,female
Satpur Colony,near a recreation place/cinema,3am-6am,cloudy,2 wheeler,<1,skiding,fault of driver,unknown age,9-10std,passed on hill,50-70,rutted/pot holes,two lane,round about junction,traffic light signal,owner of private vehicle,female
Dwarka,near hospital,12pm-3pm,light rain,3 wheeler,6-8year,hit and run,neglect of civic bodies,45-54years,above 10th std,passed on hill,>70,Surfaced Roads,single lane,unmanned rail crossing,police controlled,learners licence,male
Dwarka,near a factory or indu. Area,12am-3am,light rain,other motor vehicles,4-6year,right turn collision,defect in condition of motor vehicle,18-20years,9-10std,followed too closely,50-70,road under construction/repair,single lane,staggered jucntion,flashing signal/blinker,learners licence,female
Nasik road,near a religious place,3am-6am,light rain,3 wheeler,<1,skiding,poor light,18-20years,above 10th std,did not give right of way to pedestrian,50-70,road under construction/repair,4 Lanes or more with central divider,manned rail crossing,traffic light signal,paid driver,male
Ambad Gaon,residential area,3am-6am,cloudy,2 wheeler,<1,overturning,neglect of civic bodies,35-44years,above 10th std,failed to give signal,30-50,Kutcha Roads,single lane,four arm junction,police controlled,without licence,male
Indira nagar,near bus stop,6am-9am,heavy rain,"trucks ,tempos,tracto",8-10year,collision brush/side swip,weather condition,6-9years,upto 8th std,on wrong side of the road,30-50,Surfaced Roads,3 Lanes or more without central Divider Median,unmanned rail crossing,stop sign,owner of public commercial vehicle,female
Dwarka,near a religious place,3am-6am,light rain,other motor vehicles,8-10year,skiding,fault of driver,6-9years,not known,followed too closely,>70,straight road,two lane,junction with >4 arms,stop sign,owner of private vehicle,female
Sneh nagar,near bus stop,12pm-3pm,light rain,other motor vehicles,>10,collision brush/side swip,neglect of civic bodies,6-9years,upto 8th std,passed on hill,50-70,Kutcha Roads,single lane,v junction,stop sign,owner of public commercial vehicle,female
Indira nagar,near bus stop,6pm-9pm,light rain,"trucks ,tempos,tracto",<1,head on collision,neglect of civic bodies,45-54years,not known,did not give right of way to pedestrian,<30,Surfaced Roads,two lane,t junction,flashing signal/blinker,without licence,male
Sneh nagar,narrow bridge or culverts,3am-6am,heavy rain,"trucks ,tempos,tracto",>10,rear end collision,defect in condition of motor vehicle,15-17years,9-10std,followed too closely,30-50,Kutcha Roads,3 Lanes or more without central Divider Median,four arm junction,police controlled,regular licence,female
Indira nagar,near a religious place,12am-3am,heavy rain,3 wheeler,6-8year,rear end collision,defect in condition of motor vehicle,25-34years,not known,followed too closely,<30,muddy/oily/slippery,single lane,staggered jucntion,stop sign,learners licence,male
Adgaon,near office complex,6am-9am,light rain,other motor vehicles,4-6year,collision brush/side swip,defect in road condition,unknown age,not known,cut in sharply after passing,<30,muddy/oily/slippery,single lane,t junction,police controlled,without licence,male
Sneh nagar,near office complex,12pm-3pm,cloudy,2 wheeler,1-2year,right turn collision,fault of pedestrian,10-14years,not known,followed too closely,50-70,straight road,single lane,junction with >4 arms,stop sign,others,male
Dwarka,near a factory or indu. Area,6am-9am,heavy rain,"trucks ,tempos,tracto",1-2year,right turn collision,neglect of civic bodies,21-24years,above 10th std,excceding lawful speed,>70,speed breaker,4 Lanes or more with central divider,staggered jucntion,flashing signal/blinker,owner of public commercial vehicle,female
Satpur Colony,at pedestrian crossing,12am-3am,fine,other motor vehicles,>10,head on collision,fault of pedestrian,15-17years,9-10std,did not give right of way to pedestrian,30-50,muddy/oily/slippery,4 Lanes or more with central divider,unmanned rail crossing,stop sign,owner of private vehicle,female
Indira nagar,near or inside a village,6am-9am,fine,"car/jeep/taxi,buses(4 wheeler)",4-6year,collision brush/side swip,defect in road condition,55-64years,9-10std,excceding lawful speed,>70,muddy/oily/slippery,two lane,staggered jucntion,uncontolled,owner of public commercial vehicle,male
Dwarka,near a religious place,6am-9am,light rain,3 wheeler,1-2year,right turn collision,neglect of civic bodies,<5years,upto 8th std,cut in sharply after passing,>70,Surfaced Roads,4 Lanes or more with central divider,junction with >4 arms,police controlled,regular licence,male
Dwarka,at pedestrian crossing,9pm-12am,fine,3 wheeler,4-6year,head on collision,poor light,35-44years,upto 8th std,did not give right of way to vehicle,50-70,Wet road,4 Lanes or more with central divider,manned rail crossing,traffic light signal,learners licence,female
Sneh nagar,near office complex,3pm-6pm,fine,"trucks ,tempos,tracto",<1,skiding,defect in condition of motor vehicle,15-17years,upto 8th std,did not give right of way to vehicle,30-50,road under construction/repair,single lane,t junction,traffic light signal,learners licence,female
Panchvati,near school/college,9am-12pm,heavy rain,"trucks ,tempos,tracto",<1,collision brush/side swip,defect in road condition,65 and above,not known,failed to give signal,>70,Wet road,3 Lanes or more without central Divider Median,v junction,police controlled,owner of public commercial vehicle,female
Sneh nagar,at pedestrian crossing,12pm-3pm,fine,"car/jeep/taxi,buses(4 wheeler)",2-4year,collision brush/side swip,weather condition,65 and above,upto 8th std,followed too closely,>70,speed breaker,single lane,four arm junction,stop sign,owner of private vehicle,female
Pathardi fata,near hospital,6pm-9pm,fine,"car/jeep/taxi,buses(4 wheeler)",6-8year,rear end collision,neglect of civic bodies,65 and above,upto 8th std,alcohol intake,<30,road under construction/repair,two lane,round about junction,traffic light signal,others,male
Adgaon,near a religious place,12pm-3pm,light rain,2 wheeler,>10,rear end collision,neglect of civic bodies,18-20years,above 10th std,did not give right of way to pedestrian,>70,Surfaced Roads,4 Lanes or more with central divider,v junction,police controlled,learners licence,female
Dwarka,residential area,9pm-12am,heavy rain,other motor vehicles,2-4year,collision brush/side swip,poor light,35-44years,9-10std,did not give right of way to pedestrian,50-70,road under construction/repair,two lane,four arm junction,flashing signal/blinker,regular licence,male
Pathardi fata,near school/college,6pm-9pm,heavy rain,2 wheeler,2-4year,skiding,defect in condition of motor vehicle,18-20years,not known,give improper signal,50-70,Kutcha Roads,single lane,v junction,traffic light signal,owner of private vehicle,female
Pathardi fata,near petrol pump,3pm-6pm,fine,2 wheeler,4-6year,rear end collision,neglect of civic bodies,35-44years,upto 8th std,other improper passsing,50-70,Surfaced Roads,single lane,unmanned rail crossing,police controlled,regular licence,female
Satpur Colony,near a religious place,9pm-12am,cloudy,2 wheeler,<1,overturning,defect in condition of motor vehicle,21-24years,9-10std,cut in sharply after passing,>70,muddy/oily/slippery,two lane,manned rail crossing,police controlled,others,female
Sneh nagar,near a religious place,3am-6am,cloudy,"car/jeep/taxi,buses(4 wheeler)",6-8year,overturning,weather condition,15-17years,not known,did not give right of way to vehicle,30-50,incline road,3 Lanes or more without central Divider Median,unmanned rail crossing,police controlled,owner of private vehicle,male
Sneh nagar,open area,3pm-6pm,light rain,3 wheeler,4-6year,right turn collision,fault of pedestrian,35-44years,upto 8th std,cut in sharply after passing,>70,Wet road,single lane,round about junction,flashing signal/blinker,owner of private vehicle,female
Dwarka,open area,6am-9am,cloudy,"trucks ,tempos,tracto",<1,hit and run,fault of driver,unknown age,upto 8th std,alcohol intake,<30,straight road,4 Lanes or more with central divider,round about junction,uncontolled,learners licence,male
Satpur Colony,near bus stop,6am-9am,cloudy,2 wheeler,8-10year,collision brush/side swip,defect in condition of motor vehicle,25-34years,not known,followed too closely,>70,rutted/pot holes,4 Lanes or more with central divider,v junction,flashing signal/blinker,others,male
Indira nagar,near bus stop,9pm-12am,heavy rain,"trucks ,tempos,tracto",<1,right turn collision,fault of driver,45-54years,9-10std,cut in sharply after passing,<30,Kutcha Roads,single lane,unmanned rail crossing,uncontolled,paid driver,female
Adgaon,near or inside a village,12am-3am,fine,3 wheeler,2-4year,overturning,defect in condition of motor vehicle,unknown age,above 10th std,alcohol intake,<30,muddy/oily/slippery,two lane,staggered jucntion,traffic light signal,others,female
Nasik road,near a religious place,12am-3am,cloudy,"trucks ,tempos,tracto",1-2year,head on collision,poor light,45-54years,above 10th std,passed on curve,>70,road under construction/repair,3 Lanes or more without central Divider Median,four arm junction,stop sign,learners licence,male
Pathardi fata,open area,9pm-12am,light rain,"car/jeep/taxi,buses(4 wheeler)",>10,head on collision,defect in road condition,18-20years,not known,give improper signal,<30,road under construction/repair,3 Lanes or more without central Divider Median,t junction,police controlled,others,male
Satpur Colony,at pedestrian crossing,3am-6am,light rain,"trucks ,tempos,tracto",2-4year,overturning,neglect of civic bodies,unknown age,upto 8th std,cut in sharply after passing,<30,incline road,3 Lanes or more without central Divider Median,unmanned rail crossing,uncontolled,learners licence,male
