area,Typeoflocation,time,Weather,typeofvehicle,ageofvehicle,natureofaccidents,causeofaccidents,accidentvictimsage,eduofdriver,accordingtoResponsibilitiesofDriver,speed,roadconditions,roadfeature,typeofjunction,typeoftrafficcontrol,OwnerofTypeofVehiclesandTypeofLicence,Gender
LBS Road,near hospital,12am-3am,light rain,3 wheeler,1-2year,collision brush/side swip,defect in road condition,6-9years,not known,other improper passsing,30-50,Kutcha Roads,two lane,unmanned rail crossing,traffic light signal,owner of private vehicle,female
Eastern Express Highway,near bus stop,3pm-6pm,light rain,other motor vehicles,8-10year,skiding,fault of pedestrian,65 and above,not known,give improper signal,30-50,muddy/oily/slippery,3 Lanes or more without central Divider Median,v junction,traffic light signal,regular licence,male
LBS Road,in bazar,6pm-9pm,fine,"trucks ,tempos,tracto",>10,right turn collision,fault of driver,unknown age,not known,excceding lawful speed,<30,straight road,3 Lanes or more without central Divider Median,staggered jucntion,traffic light signal,owner of public commercial vehicle,female
Jagdusha Nagar,near petrol pump,3pm-6pm,fine,other motor vehicles,<1,collision brush/side swip,poor light,45-54years,above 10th std,passed on hill,30-50,rutted/pot holes,4 Lanes or more with central divider,junction with >4 arms,uncontolled,paid driver,male
Chedda Nagar,near or inside a village,12pm-3pm,light rain,2 wheeler,<1,rear end collision,fault of driver,18-20years,above 10th std,passed on curve,<30,Kutcha Roads,two lane,t junction,uncontolled,regular licence,male
Ghatkopar Bus Depot,in bazar,12am-3am,cloudy,"car/jeep/taxi,buses(4 wheeler)",>10,head on collision,defect in condition of motor vehicle,15-17years,above 10th std,other improper passsing,50-70,straight road,single lane,round about junction,traffic light signal,others,female
LBS Road,narrow bridge or culverts,6am-9am,fine,"trucks ,tempos,tracto",6-8year,right turn collision,defect in road condition,10-14years,upto 8th std,did not give right of way to pedestrian,30-50,Kutcha Roads,single lane,four arm junction,flashing signal/blinker,others,female
LBS Road,open area,12pm-3pm,heavy rain,other motor vehicles,2-4year,head on collision,neglect of civic bodies,55-64years,above 10th std,cut in sharply after passing,<30,incline road,single lane,junction with >4 arms,traffic light signal,learners licence,male
Chedda Nagar,at pedestrian crossing,3pm-6pm,light rain,"car/jeep/taxi,buses(4 wheeler)",8-10year,collision brush/side swip,fault of driver,35-44years,above 10th std,other improper passsing,30-50,straight road,single lane,manned rail crossing,traffic light signal,regular licence,female
Jagdusha Nagar,narrow bridge or culverts,3am-6am,heavy rain,other motor vehicles,6-8year,right turn collision,fault of pedestrian,<5years,9-10std,passed on hill,50-70,speed breaker,4 Lanes or more with central divider,manned rail crossing,police controlled,owner of private vehicle,male
Barve Nagar,near a religious place,6pm-9pm,fine,2 wheeler,6-8year,hit and run,defect in condition of motor vehicle,65 and above,above 10th std,did not give right of way to pedestrian,30-50,rutted/pot holes,single lane,staggered jucntion,stop sign,regular licence,female
Chedda Nagar,near hospital,12am-3am,light rain,2 wheeler,2-4year,head on collision,neglect of civic bodies,<5years,upto 8th std,passed on curve,50-70,Surfaced Roads,3 Lanes or more without central Divider Median,v junction,police controlled,owner of private vehicle,male
Chedda Nagar,near or inside a village,6pm-9pm,cloudy,2 wheeler,4-6year,head on collision,fault of driver,6-9years,not known,passed on curve,>70,Kutcha Roads,3 Lanes or more without central Divider Median,round about junction,traffic light signal,owner of private vehicle,female
Sindhu Wadi,near a religious place,12pm-3pm,cloudy,other motor vehicles,>10,right turn collision,weather condition,25-34years,above 10th std,passed on hill,>70,Surfaced Roads,3 Lanes or more without central Divider Median,unmanned rail crossing,flashing signal/blinker,without licence,female
Ghatkopar Bus Depot,at pedestrian crossing,9pm-12am,heavy rain,other motor vehicles,6-8year,hit and run,fault of driver,55-64years,9-10std,excceding lawful speed,>70,Surfaced Roads,4 Lanes or more with central divider,unmanned rail crossing,traffic light signal,learners licence,male
Barve Nagar,open area,3pm-6pm,heavy rain,3 wheeler,6-8year,head on collision,fault of pedestrian,21-24years,9-10std,did not give right of way to vehicle,30-50,rutted/pot holes,3 Lanes or more without central Divider Median,staggered jucntion,traffic light signal,owner of public commercial vehicle,male
Eastern Express Highway,residential area,3am-6am,light rain,2 wheeler,<1,hit and run,weather condition,10-14years,9-10std,cut in sharply after passing,30-50,straight road,two lane,v junction,stop sign,paid driver,female
LBS Road,near office complex,12am-3am,cloudy,"car/jeep/taxi,buses(4 wheeler)",<1,right turn collision,poor light,45-54years,not known,excceding lawful speed,50-70,Kutcha Roads,4 Lanes or more with central divider,staggered jucntion,uncontolled,regular licence,female
LBS Road,open area,6am-9am,heavy rain,3 wheeler,4-6year,head on collision,poor light,35-44years,not known,on wrong side of the road,50-70,Wet road,3 Lanes or more without central Divider Median,t junction,uncontolled,paid driver,male
Eastern Express Highway,near bus stop,9pm-12am,heavy rain,other motor vehicles,2-4year,right turn collision,defect in condition of motor vehicle,55-64years,9-10std,alcohol intake,30-50,incline road,two lane,staggered jucntion,stop sign,paid driver,female
Chirag Nagar,near petrol pump,3pm-6pm,heavy rain,other motor vehicles,4-6year,right turn collision,fault of pedestrian,65 and above,upto 8th std,did not give right of way to pedestrian,>70,speed breaker,3 Lanes or more without central Divider Median,staggered jucntion,flashing signal/blinker,owner of private vehicle,female
Kajupada,near office complex,9pm-12am,heavy rain,3 wheeler,4-6year,hit and run,fault of pedestrian,18-20years,9-10std,cut in sharply after passing,>70,rutted/pot holes,single lane,t junction,flashing signal/blinker,others,female
Barve Nagar,at pedestrian crossing,12am-3am,light rain,3 wheeler,6-8year,rear end collision,defect in condition of motor vehicle,<5years,upto 8th std,alcohol intake,30-50,straight road,two lane,unmanned rail crossing,traffic light signal,without licence,female
Barve Nagar,open area,3am-6am,cloudy,2 wheeler,<1,head on collision,fault of driver,10-14years,9-10std,passed on curve,50-70,incline road,two lane,junction with >4 arms,stop sign,paid driver,female
Ghatkopar-Mankhurd Link road,at pedestrian crossing,6pm-9pm,cloudy,2 wheeler,1-2year,head on collision,defect in road condition,unknown age,9-10std,did not give right of way to vehicle,<30,Kutcha Roads,single lane,manned rail crossing,stop sign,regular licence,male
Eastern Express Highway,near hospital,9pm-12am,heavy rain,2 wheeler,>10,hit and run,fault of pedestrian,21-24years,not known,did not give right of way to pedestrian,>70,muddy/oily/slippery,two lane,four arm junction,stop sign,owner of public commercial vehicle,female
Jagdusha Nagar,near bus stop,3pm-6pm,light rain,other motor vehicles,2-4year,overturning,defect in condition of motor vehicle,25-34years,upto 8th std,did not give right of way to vehicle,>70,rutted/pot holes,4 Lanes or more with central divider,unmanned rail crossing,flashing signal/blinker,owner of public commercial vehicle,female
Ghatkopar-Mankhurd Link road,near a recreation place/cinema,3am-6am,cloudy,2 wheeler,6-8year,rear end collision,defect in condition of motor vehicle,25-34years,9-10std,alcohol intake,50-70,Kutcha Roads,3 Lanes or more without central Divider Median,junction with >4 arms,flashing signal/blinker,without licence,female
Eastern Express Highway,narrow bridge or culverts,3am-6am,light rain,"car/jeep/taxi,buses(4 wheeler)",1-2year,collision brush/side swip,weather condition,35-44years,upto 8th std,passed on hill,<30,straight road,two lane,junction with >4 arms,stop sign,others,female
Ghatkopar Bus Depot,in bazar,12pm-3pm,fine,"trucks ,tempos,tracto",<1,overturning,fault of pedestrian,6-9years,upto 8th std,passed on hill,>70,rutted/pot holes,two lane,four arm junction,flashing signal/blinker,owner of private vehicle,male
Chirag Nagar,near bus stop,9pm-12am,light rain,other motor vehicles,<1,right turn collision,fault of pedestrian,65 and above,above 10th std,did not give right of way to pedestrian,30-50,Kutcha Roads,3 Lanes or more without central Divider Median,four arm junction,stop sign,learners licence,female
Pant Nagar,narrow bridge or culverts,12am-3am,fine,"car/jeep/taxi,buses(4 wheeler)",6-8year,collision brush/side swip,poor light,<5years,9-10std,did not give right of way to pedestrian,30-50,straight road,single lane,unmanned rail crossing,stop sign,without licence,male
Chirag Nagar,near a recreation place/cinema,12pm-3pm,fine,3 wheeler,>10,overturning,fault of driver,<5years,not known,passed on hill,<30,rutted/pot holes,3 Lanes or more without central Divider Median,round about junction,traffic light signal,owner of private vehicle,male
Kajupada,narrow bridge or culverts,9am-12pm,fine,other motor vehicles,2-4year,collision brush/side swip,defect in road condition,25-34years,9-10std,other improper passsing,30-50,speed breaker,single lane,staggered jucntion,uncontolled,owner of private vehicle,male
Chirag Nagar,near a religious place,6pm-9pm,fine,"car/jeep/taxi,buses(4 wheeler)",2-4year,hit and run,fault of driver,55-64years,above 10th std,passed on hill,>70,muddy/oily/slippery,4 Lanes or more with central divider,v junction,stop sign,owner of public commercial vehicle,female
LBS Road,at pedestrian crossing,9am-12pm,heavy rain,other motor vehicles,4-6year,skiding,weather condition,15-17years,above 10th std,passed on curve,>70,straight road,4 Lanes or more with central divider,unmanned rail crossing,police controlled,others,male
Pant Nagar,residential area,12pm-3pm,light rain,2 wheeler,>10,hit and run,fault of driver,6-9years,above 10th std,passed on hill,30-50,Surfaced Roads,two lane,t junction,uncontolled,regular licence,male
Ghatkopar Bus Depot,near a religious place,9am-12pm,fine,3 wheeler,8-10year,skiding,neglect of civic bodies,21-24years,upto 8th std,give improper signal,30-50,Wet road,3 Lanes or more without central Divider Median,junction with >4 arms,uncontolled,owner of private vehicle,female
Barve Nagar,residential area,3pm-6pm,heavy rain,2 wheeler,<1,right turn collision,fault of pedestrian,65 and above,not known,alcohol intake,30-50,straight road,single lane,v junction,flashing signal/blinker,learners licence,male
Ghatkopar Bus Depot,near a religious place,3pm-6pm,heavy rain,"car/jeep/taxi,buses(4 wheeler)",1-2year,head on collision,fault of pedestrian,6-9years,upto 8th std,failed to give signal,<30,road under construction/repair,3 Lanes or more without central Divider Median,staggered jucntion,uncontolled,without licence,male
Chirag Nagar,in bazar,6pm-9pm,heavy rain,other motor vehicles,2-4year,hit and run,fault of driver,6-9years,above 10th std,did not give right of way to vehicle,>70,incline road,two lane,v junction,flashing signal/blinker,learners licence,male
Kajupada,near school/college,9am-12pm,heavy rain,"trucks ,tempos,tracto",<1,overturning,defect in condition of motor vehicle,21-24years,upto 8th std,give improper signal,50-70,incline road,two lane,staggered jucntion,stop sign,owner of public commercial vehicle,female
Barve Nagar,at pedestrian crossing,9am-12pm,heavy rain,"trucks ,tempos,tracto",4-6year,skiding,poor light,45-54years,9-10std,on wrong side of the road,<30,incline road,3 Lanes or more without central Divider Median,four arm junction,traffic light signal,paid driver,male
LBS Road,near hospital,3am-6am,fine,other motor vehicles,8-10year,right turn collision,neglect of civic bodies,25-34years,above 10th std,failed to give signal,50-70,rutted/pot holes,3 Lanes or more without central Divider Median,four arm junction,traffic light signal,learners licence,male
Chirag Nagar,narrow bridge or culverts,3am-6am,light rain,2 wheeler,6-8year,head on collision,poor light,21-24years,upto 8th std,passed on hill,30-50,Kutcha Roads,two lane,v junction,stop sign,regular licence,female
Sindhu Wadi,narrow bridge or culverts,12am-3am,fine,2 wheeler,8-10year,head on collision,defect in road condition,15-17years,upto 8th std,followed too closely,30-50,Surfaced Roads,3 Lanes or more without central Divider Median,unmanned rail crossing,traffic light signal,paid driver,male
Jagdusha Nagar,residential area,9pm-12am,fine,"car/jeep/taxi,buses(4 wheeler)",2-4year,overturning,defect in condition of motor vehicle,65 and above,above 10th std,excceding lawful speed,>70,speed breaker,3 Lanes or more without central Divider Median,round about junction,traffic light signal,without licence,male
Pant Nagar,near petrol pump,9am-12pm,heavy rain,2 wheeler,>10,overturning,defect in condition of motor vehicle,21-24years,upto 8th std,alcohol intake,50-70,road under construction/repair,3 Lanes or more without central Divider Median,four arm junction,flashing signal/blinker,owner of private vehicle,male
Pant Nagar,at pedestrian crossing,9am-12pm,light rain,"car/jeep/taxi,buses(4 wheeler)",8-10year,overturning,weather condition,18-20years,not known,passed on curve,>70,Wet road,single lane,unmanned rail crossing,traffic light signal,regular licence,male
Jagdusha Nagar,narrow bridge or culverts,3pm-6pm,fine,3 wheeler,8-10year,collision brush/side swip,fault of pedestrian,25-34years,above 10th std,did not give right of way to pedestrian,>70,incline road,two lane,round about junction,uncontolled,learners licence,male
Barve Nagar,open area,3am-6am,heavy rain,2 wheeler,>10,hit and run,weather condition,15-17years,upto 8th std,did not give right of way to pedestrian,<30,straight road,two lane,unmanned rail crossing,flashing signal/blinker,regular licence,male
Asalpha,near school/college,3pm-6pm,heavy rain,3 wheeler,1-2year,head on collision,fault of pedestrian,unknown age,not known,other improper passsing,>70,straight road,4 Lanes or more with central divider,t junction,police controlled,paid driver,male
Asalpha,near a religious place,3pm-6pm,fine,3 wheeler,<1,collision brush/side swip,poor light,6-9years,above 10th std,excceding lawful speed,>70,road under construction/repair,single lane,unmanned rail crossing,uncontolled,learners licence,male
Pant Nagar,in bazar,3pm-6pm,heavy rain,"car/jeep/taxi,buses(4 wheeler)",<1,hit and run,weather condition,45-54years,9-10std,cut in sharply after passing,50-70,Kutcha Roads,two lane,manned rail crossing,stop sign,regular licence,female
Sindhu Wadi,near a religious place,6am-9am,light rain,other motor vehicles,>10,right turn collision,defect in condition of motor vehicle,6-9years,not known,did not give right of way to pedestrian,>70,rutted/pot holes,single lane,round about junction,police controlled,others,male
LBS Road,near school/college,6am-9am,heavy rain,3 wheeler,6-8year,overturning,neglect of civic bodies,6-9years,9-10std,cut in sharply after passing,50-70,Wet road,4 Lanes or more with central divider,v junction,stop sign,learners licence,male
Pant Nagar,in bazar,12am-3am,fine,other motor vehicles,>10,hit and run,neglect of civic bodies,21-24years,not known,alcohol intake,50-70,Wet road,3 Lanes or more without central Divider Median,t junction,uncontolled,without licence,male
Barve Nagar,near a factory or indu. Area,12am-3am,light rain,"trucks ,tempos,tracto",2-4year,head on collision,defect in condition of motor vehicle,21-24years,9-10std,other improper passsing,<30,incline road,single lane,unmanned rail crossing,police controlled,others,male
Ghatkopar Bus Depot,near office complex,6am-9am,heavy rain,"trucks ,tempos,tracto",<1,collision brush/side swip,neglect of civic bodies,15-17years,above 10th std,alcohol intake,>70,Wet road,4 Lanes or more with central divider,manned rail crossing,uncontolled,others,female
Sindhu Wadi,in bazar,12am-3am,heavy rain,2 wheeler,8-10year,collision brush/side swip,poor light,21-24years,not known,on wrong side of the road,30-50,Kutcha Roads,3 Lanes or more without central Divider Median,t junction,uncontolled,without licence,female
Sindhu Wadi,near hospital,6am-9am,light rain,3 wheeler,2-4year,right turn collision,neglect of civic bodies,10-14years,9-10std,alcohol intake,50-70,speed breaker,4 Lanes or more with central divider,v junction,uncontolled,learners licence,female
Asalpha,narrow bridge or culverts,9am-12pm,heavy rain,"car/jeep/taxi,buses(4 wheeler)",2-4year,collision brush/side swip,poor light,65 and above,upto 8th std,passed on curve,<30,straight road,two lane,unmanned rail crossing,uncontolled,learners licence,female
LBS Road,near a factory or indu. Area,9pm-12am,light rain,"trucks ,tempos,tracto",<1,skiding,fault of pedestrian,65 and above,9-10std,on wrong side of the road,>70,straight road,3 Lanes or more without central Divider Median,v junction,uncontolled,without licence,female
Jagdusha Nagar,near a recreation place/cinema,6pm-9pm,cloudy,"trucks ,tempos,tracto",>10,rear end collision,poor light,15-17years,not known,passed on hill,50-70,Kutcha Roads,single lane,round about junction,police controlled,without licence,female
Barve Nagar,narrow bridge or culverts,9am-12pm,cloudy,3 wheeler,<1,overturning,fault of pedestrian,<5years,upto 8th std,give improper signal,50-70,Surfaced Roads,4 Lanes or more with central divider,unmanned rail crossing,stop sign,learners licence,male
Pant Nagar,near or inside a village,9am-12pm,cloudy,2 wheeler,2-4year,head on collision,defect in road condition,35-44years,upto 8th std,cut in sharply after passing,50-70,road under construction/repair,3 Lanes or more without central Divider Median,unmanned rail crossing,stop sign,others,female
Chedda Nagar,near or inside a village,3pm-6pm,light rain,"trucks ,tempos,tracto",1-2year,overturning,weather condition,15-17years,above 10th std,cut in sharply after passing,>70,incline road,single lane,t junction,flashing signal/blinker,regular licence,female
Kajupada,at pedestrian crossing,9am-12pm,fine,2 wheeler,<1,skiding,neglect of civic bodies,unknown age,9-10std,followed too closely,<30,Wet road,two lane,junction with >4 arms,police controlled,learners licence,female
LBS Road,near office complex,9am-12pm,fine,"car/jeep/taxi,buses(4 wheeler)",<1,head on collision,fault of driver,10-14years,upto 8th std,other improper passsing,30-50,Wet road,single lane,t junction,police controlled,regular licence,female
Pant Nagar,near a recreation place/cinema,6am-9am,fine,"trucks ,tempos,tracto",1-2year,head on collision,fault of driver,55-64years,9-10std,on wrong side of the road,50-70,incline road,single lane,four arm junction,police controlled,learners licence,female
Pant Nagar,near bus stop,9pm-12am,light rain,"car/jeep/taxi,buses(4 wheeler)",1-2year,overturning,fault of pedestrian,<5years,upto 8th std,alcohol intake,>70,road under construction/repair,3 Lanes or more without central Divider Median,v junction,police controlled,learners licence,female
Kajupada,near a factory or indu. Area,3am-6am,cloudy,other motor vehicles,4-6year,collision brush/side swip,poor light,45-54years,upto 8th std,excceding lawful speed,<30,Kutcha Roads,two lane,round about junction,police controlled,regular licence,female
LBS Road,at pedestrian crossing,12am-3am,fine,2 wheeler,<1,overturning,fault of pedestrian,18-20years,9-10std,passed on hill,<30,muddy/oily/slippery,3 Lanes or more without central Divider Median,round about junction,police controlled,regular licence,female
Jagdusha Nagar,residential area,6pm-9pm,heavy rain,other motor vehicles,4-6year,head on collision,fault of driver,55-64years,upto 8th std,other improper passsing,<30,Kutcha Roads,two lane,junction with >4 arms,traffic light signal,others,male
LBS Road,residential area,6pm-9pm,fine,other motor vehicles,6-8year,head on collision,defect in road condition,6-9years,above 10th std,alcohol intake,>70,road under construction/repair,two lane,staggered jucntion,traffic light signal,paid driver,female
Barve Nagar,near a religious place,6am-9am,light rain,"trucks ,tempos,tracto",4-6year,collision brush/side swip,fault of pedestrian,<5years,not known,failed to give signal,50-70,rutted/pot holes,4 Lanes or more with central divider,staggered jucntion,traffic light signal,paid driver,female
Eastern Express Highway,narrow bridge or culverts,3pm-6pm,cloudy,"car/jeep/taxi,buses(4 wheeler)",>10,hit and run,neglect of civic bodies,45-54years,not known,excceding lawful speed,>70,Kutcha Roads,two lane,round about junction,traffic light signal,owner of public commercial vehicle,male
LBS Road,near a factory or indu. Area,3pm-6pm,heavy rain,3 wheeler,>10,skiding,poor light,21-24years,not known,did not give right of way to pedestrian,<30,straight road,single lane,v junction,flashing signal/blinker,learners licence,female
Jagdusha Nagar,near a factory or indu. Area,12pm-3pm,cloudy,"car/jeep/taxi,buses(4 wheeler)",6-8year,skiding,defect in condition of motor vehicle,55-64years,9-10std,passed on curve,30-50,rutted/pot holes,3 Lanes or more without central Divider Median,staggered jucntion,police controlled,paid driver,female
Barve Nagar,near hospital,3pm-6pm,light rain,2 wheeler,8-10year,rear end collision,fault of pedestrian,21-24years,above 10th std,cut in sharply after passing,50-70,incline road,two lane,manned rail crossing,uncontolled,paid driver,female
Barve Nagar,near petrol pump,6pm-9pm,cloudy,3 wheeler,>10,skiding,neglect of civic bodies,25-34years,above 10th std,other improper passsing,>70,Wet road,single lane,round about junction,stop sign,paid driver,male
Ghatkopar-Mankhurd Link road,residential area,12am-3am,fine,"trucks ,tempos,tracto",<1,skiding,weather condition,18-20years,9-10std,failed to give signal,<30,incline road,4 Lanes or more with central divider,unmanned rail crossing,flashing signal/blinker,others,male
Asalpha,open area,12am-3am,cloudy,3 wheeler,1-2year,overturning,weather condition,21-24years,above 10th std,passed on hill,50-70,Surfaced Roads,4 Lanes or more with central divider,unmanned rail crossing,police controlled,regular licence,female
Pant Nagar,near hospital,6am-9am,heavy rain,3 wheeler,8-10year,collision brush/side swip,fault of driver,55-64years,above 10th std,give improper signal,>70,straight road,4 Lanes or more with central divider,round about junction,uncontolled,others,female
Pant Nagar,near a religious place,12am-3am,cloudy,"car/jeep/taxi,buses(4 wheeler)",<1,collision brush/side swip,defect in condition of motor vehicle,55-64years,above 10th std,on wrong side of the road,30-50,muddy/oily/slippery,two lane,v junction,uncontolled,regular licence,male
Pant Nagar,near petrol pump,12am-3am,heavy rain,"trucks ,tempos,tracto",2-4year,head on collision,defect in condition of motor vehicle,18-20years,above 10th std,did not give right of way to pedestrian,>70,road under construction/repair,single lane,manned rail crossing,flashing signal/blinker,regular licence,female
Eastern Express Highway,open area,9pm-12am,fine,other motor vehicles,>10,right turn collision,neglect of civic bodies,35-44years,upto 8th std,excceding lawful speed,30-50,speed breaker,single lane,manned rail crossing,traffic light signal,learners licence,male
Asalpha,near bus stop,12pm-3pm,light rain,"trucks ,tempos,tracto",>10,collision brush/side swip,fault of driver,10-14years,not known,passed on curve,>70,muddy/oily/slippery,3 Lanes or more without central Divider Median,round about junction,stop sign,learners licence,male
Sindhu Wadi,near a recreation place/cinema,12am-3am,heavy rain,2 wheeler,8-10year,overturning,poor light,18-20years,above 10th std,cut in sharply after passing,50-70,Surfaced Roads,two lane,round about junction,flashing signal/blinker,regular licence,male
Ghatkopar Bus Depot,in bazar,9pm-12am,heavy rain,"car/jeep/taxi,buses(4 wheeler)",6-8year,hit and run,defect in road condition,10-14years,9-10std,give improper signal,30-50,muddy/oily/slippery,single lane,staggered jucntion,flashing signal/blinker,without licence,female
Pant Nagar,open area,9pm-12am,fine,other motor vehicles,2-4year,hit and run,fault of pedestrian,65 and above,not known,on wrong side of the road,30-50,incline road,4 Lanes or more with central divider,four arm junction,flashing signal/blinker,regular licence,male
Kajupada,near a factory or indu. Area,3pm-6pm,cloudy,"trucks ,tempos,tracto",>10,head on collision,defect in road condition,65 and above,not known,did not give right of way to pedestrian,<30,muddy/oily/slippery,single lane,four arm junction,police controlled,regular licence,male
Ghatkopar Bus Depot,near office complex,3am-6am,heavy rain,3 wheeler,1-2year,head on collision,defect in condition of motor vehicle,21-24years,upto 8th std,excceding lawful speed,50-70,Surfaced Roads,4 Lanes or more with central divider,staggered jucntion,stop sign,paid driver,female
Ghatkopar Bus Depot,in bazar,12pm-3pm,light rain,"trucks ,tempos,tracto",>10,skiding,fault of pedestrian,45-54years,not known,other improper passsing,<30,Kutcha Roads,single lane,junction with >4 arms,uncontolled,paid driver,female
Ghatkopar Bus Depot,near office complex,9am-12pm,cloudy,2 wheeler,8-10year,head on collision,fault of pedestrian,45-54years,9-10std,did not give right of way to vehicle,30-50,road under construction/repair,3 Lanes or more without central Divider Median,round about junction,uncontolled,others,male
Kajupada,near bus stop,9am-12pm,cloudy,3 wheeler,6-8year,right turn collision,defect in condition of motor vehicle,55-64years,not known,passed on curve,30-50,muddy/oily/slippery,single lane,staggered jucntion,uncontolled,owner of private vehicle,female
Ghatkopar Bus Depot,residential area,3am-6am,light rain,"car/jeep/taxi,buses(4 wheeler)",2-4year,hit and run,poor light,45-54years,not known,on wrong side of the road,50-70,muddy/oily/slippery,two lane,junction with >4 arms,traffic light signal,without licence,male
Ghatkopar Bus Depot,near school/college,9pm-12am,light rain,"trucks ,tempos,tracto",6-8year,right turn collision,weather condition,10-14years,above 10th std,other improper passsing,30-50,speed breaker,3 Lanes or more without central Divider Median,four arm junction,flashing signal/blinker,others,female
Eastern Express Highway,near office complex,9am-12pm,light rain,"trucks ,tempos,tracto",>10,rear end collision,weather condition,25-34years,upto 8th std,give improper signal,>70,rutted/pot holes,single lane,unmanned rail crossing,traffic light signal,owner of private vehicle,male
Chirag Nagar,near bus stop,9pm-12am,cloudy,"trucks ,tempos,tracto",1-2year,rear end collision,fault of driver,6-9years,upto 8th std,cut in sharply after passing,30-50,muddy/oily/slippery,4 Lanes or more with central divider,t junction,police controlled,owner of private vehicle,female
Chedda Nagar,near school/college,6pm-9pm,fine,3 wheeler,<1,skiding,fault of pedestrian,<5years,upto 8th std,passed on curve,30-50,incline road,4 Lanes or more with central divider,junction with >4 arms,uncontolled,owner of public commercial vehicle,female
LBS Road,near or inside a village,3am-6am,light rain,other motor vehicles,1-2year,rear end collision,poor light,15-17years,above 10th std,alcohol intake,50-70,incline road,two lane,t junction,police controlled,owner of public commercial vehicle,female
Kajupada,near a religious place,9pm-12am,light rain,2 wheeler,2-4year,overturning,poor light,45-54years,not known,did not give right of way to pedestrian,30-50,muddy/oily/slippery,3 Lanes or more without central Divider Median,junction with >4 arms,police controlled,owner of public commercial vehicle,male
Eastern Express Highway,near hospital,9pm-12am,light rain,"car/jeep/taxi,buses(4 wheeler)",8-10year,collision brush/side swip,defect in condition of motor vehicle,25-34years,above 10th std,passed on curve,50-70,muddy/oily/slippery,two lane,junction with >4 arms,traffic light signal,regular licence,female
Asalpha,near school/college,9pm-12am,heavy rain,"trucks ,tempos,tracto",>10,right turn collision,weather condition,6-9years,above 10th std,other improper passsing,<30,straight road,3 Lanes or more without central Divider Median,manned rail crossing,flashing signal/blinker,others,male
Barve Nagar,near office complex,6am-9am,fine,"trucks ,tempos,tracto",>10,right turn collision,defect in condition of motor vehicle,18-20years,upto 8th std,did not give right of way to vehicle,>70,Wet road,3 Lanes or more without central Divider Median,unmanned rail crossing,stop sign,regular licence,male
Ghatkopar Bus Depot,near hospital,12am-3am,fine,other motor vehicles,6-8year,head on collision,poor light,unknown age,upto 8th std,give improper signal,30-50,Wet road,3 Lanes or more without central Divider Median,round about junction,flashing signal/blinker,learners licence,male
Pant Nagar,near a recreation place/cinema,12am-3am,light rain,2 wheeler,8-10year,skiding,fault of driver,<5years,above 10th std,alcohol intake,30-50,Surfaced Roads,two lane,unmanned rail crossing,traffic light signal,owner of private vehicle,female
LBS Road,near hospital,9am-12pm,cloudy,"car/jeep/taxi,buses(4 wheeler)",<1,head on collision,defect in road condition,25-34years,above 10th std,did not give right of way to pedestrian,>70,straight road,two lane,four arm junction,stop sign,paid driver,male
Sindhu Wadi,in bazar,9pm-12am,cloudy,other motor vehicles,2-4year,hit and run,defect in road condition,55-64years,9-10std,passed on hill,50-70,Wet road,single lane,unmanned rail crossing,uncontolled,owner of public commercial vehicle,female
Chirag Nagar,narrow bridge or culverts,12am-3am,cloudy,"trucks ,tempos,tracto",<1,skiding,defect in road condition,6-9years,above 10th std,failed to give signal,30-50,road under construction/repair,3 Lanes or more without central Divider Median,four arm junction,traffic light signal,owner of public commercial vehicle,female
Jagdusha Nagar,near school/college,12pm-3pm,fine,3 wheeler,>10,overturning,neglect of civic bodies,18-20years,above 10th std,did not give right of way to vehicle,50-70,Kutcha Roads,4 Lanes or more with central divider,staggered jucntion,flashing signal/blinker,regular licence,female
Ghatkopar Bus Depot,in bazar,6pm-9pm,light rain,other motor vehicles,2-4year,hit and run,defect in road condition,15-17years,not known,excceding lawful speed,50-70,muddy/oily/slippery,single lane,junction with >4 arms,stop sign,without licence,female
Chedda Nagar,at pedestrian crossing,12am-3am,fine,2 wheeler,2-4year,rear end collision,defect in road condition,6-9years,not known,excceding lawful speed,30-50,Kutcha Roads,4 Lanes or more with central divider,t junction,traffic light signal,without licence,male
Pant Nagar,near bus stop,9pm-12am,cloudy,other motor vehicles,>10,head on collision,weather condition,45-54years,9-10std,other improper passsing,>70,speed breaker,single lane,v junction,police controlled,regular licence,male
Jagdusha Nagar,near a religious place,6pm-9pm,light rain,3 wheeler,1-2year,overturning,defect in road condition,21-24years,upto 8th std,excceding lawful speed,>70,straight road,single lane,manned rail crossing,stop sign,without licence,male
Ghatkopar Bus Depot,residential area,12pm-3pm,heavy rain,"trucks ,tempos,tracto",8-10year,skiding,fault of pedestrian,unknown age,not known,passed on curve,50-70,Surfaced Roads,4 Lanes or more with central divider,round about junction,police controlled,owner of private vehicle,male
Sindhu Wadi,narrow bridge or culverts,3pm-6pm,cloudy,"car/jeep/taxi,buses(4 wheeler)",4-6year,rear end collision,weather condition,6-9years,not known,did not give right of way to pedestrian,>70,Wet road,4 Lanes or more with central divider,v junction,traffic light signal,learners licence,male
Barve Nagar,narrow bridge or culverts,9pm-12am,cloudy,"trucks ,tempos,tracto",2-4year,collision brush/side swip,neglect of civic bodies,<5years,9-10std,followed too closely,30-50,incline road,4 Lanes or more with central divider,four arm junction,flashing signal/blinker,learners licence,female
